text,class
@EdenTrainingUK @amazon @Love2shop_UK Thank you for the chance to win a £50 voucher. <U+2764><U+FE0F>,positive
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
Hidden Spy Camera - Mini Smart Charger - Nann... by ShenTech https://t.co/7ReNwy0fR9 via @amazon,positive
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
@amazonIN @amazon cancel my entire order soon n refund my amount. Ur phone n chat support r pathetic. Thy r giving… https://t.co/Z6ewouKbpr,positive
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
@Maximilian_Teo @GameStop @amazon @BestBuy @Walmart Preordered with Rockstar Warehouse and haven't received our copy :(,positive
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
@the_best_offer @amazon Best thing,positive
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
@slpng_giants @amazon An updated version of hell freezing over.,negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @_KnightsOf: FOR EVERY ONE by @JReynoldsbooks 

“Motivation for a lifetime“ - The Sunday Times 

“Defiant and inspirational” - The Guard…",Neutral
"RT @_KnightsOf: KNIGHTS AND BIKES 

“A compelling, headlong rush“ - The Guardian

“Rich with comedy“ - The Irish Times

“Huge amounts of fu…",Neutral
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
RT @DiabetesMine: WOW! More proof that #diabetes is going mainstream -- Check out new @amazon Choice Blood Glucose Meters https://t.co/BaWP…,positive
@slpng_giants @amazon This one made my overnight. Pow.,Neutral
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
@evanposocco I’m sure that @MLB has @amazon prime <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602> get one of them drones to deliver,negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
@slpng_giants @amazon Except it’s never going to be over,Neutral
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
@alexs_journey @AmazonUK @amazon Keep up the hard work <U+0001F613> u are inspiring so many people <U+0001F44D>,positive
"RT @cyallowitz: Spend the #weekend with a #vampire action adventure full of #magic &amp; mayhem.

WAR OF NYTEFALL: LOST is now Available!

http…",Neutral
RT @ePrintedBooks: Arcadia Falls by Ken Stark https://t.co/DS3AMdV8LF via @amazon,negative
"Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
Everyone is wearing @amazon's fashion brand at the moment. Shop the must-have pieces here: https://t.co/OVyguUSEOe,Neutral
4 Pfund (1816 Gramm) vakuumverpacktes Tofu Mehrwert-Tofu-Stücke aus China JOH... https://t.co/t7FeQYaOjJ <U+6765><U+81EA> @amazon,Neutral
"RT @Nezmo21: @Mannghi121 @polyanalytix @ava @MichaelAvenatti @AvrilLavigne @VanessaHudgens @AzmiShabana @agnezmo Hi Dear...

New Music Vide…",Neutral
350 Gramm Kräutertee duftende getrocknete Rose Blume 100% natürlich JOHNLEEMU... https://t.co/u2NywpAB0Q <U+6765><U+81EA> @amazon,Neutral
RT @the_best_daily: Save 30% with promo code 303B3KLC #sale #save #promocode #coupon @amazon Lekesky Laptop Backpack 15.6 Inch Business Tra…,Neutral
Getrocknete Meeresfrüchte Seegurken 750 Gramm aus Südchinesische Meer Nanhai ... https://t.co/Tqd1WmP8I8 <U+6765><U+81EA> @amazon,Neutral
Benefits of #Amazonprime. No sign of delivery despite out of delivery status from 30 hours. Called @amazonIN &amp; coul… https://t.co/kNEZZLjyff,positive
"Pu Erh schwarzer Tee unfermentiert, Grade A 2000 Gramm in Bambuskorb Verpacku... https://t.co/IzJbjnFHZI <U+6765><U+81EA> @amazon",Neutral
"@amazonIN Time + X = Timex
@amazonIN @amazon 
@PiratesOfAmazon @MaalFreeKaa 
#AmazonGreatIndianFestival… https://t.co/gdBxgwmIYz",Neutral
"Pu Erh Tee Kuchen Mini fermentiert Tuocha, höchster Grad insgesamt 245 Gramm ... https://t.co/BjeXvxbaFS <U+6765><U+81EA> @amazon",Neutral
Save 30 % with promo code 303B3KLC #sale #save #promocode #coupon @amazon Lekesky Laptop Backpack 15.6 Inch Busines… https://t.co/ZNv9jvdf1h,Neutral
@AmazonHelp @amazonIN @amazon #AmazonGreatIndianFestival #AmazonFestivalIsBack #AmazonFestiveSale ATTENTION!! buyer… https://t.co/ZFtBoK2qdG,Neutral
Save 30% with promo code 303B3KLC #sale #save #promocode #coupon @amazon Lekesky Laptop Backpack 15.6 Inch Business… https://t.co/MhvsnoCYZa,Neutral
"RT @reeses: Who are you rooting for this weekend? 
A. REESE’S Peanut Butter Cups 
B. REESE’S PIECES Candies 
C. REESE’S OUTRAGEOUS! bar 
RT…",negative
A #giftideas for those that lovev to drink #coffee only via @amazon https://t.co/PchGpOz8lQ get it at $19.99… https://t.co/LmEIPXwWg5,Neutral
"@amazonIN @AmazonHelp @amazon @JeffBezos @amit803
In the name of \Great Indian Sale\"" Amazon is fooling people by se… https://t.co/ykkwY6kPdl""",positive
@reeses @amazon A. Reese's Peanut Butter Cups is top on my list but can't miss the other two too... i want all thre… https://t.co/DAspb4GAWV,Neutral
"Pink Energy Creme, Krampfadern Beine Einhorncreme ® https://t.co/ndpna49Tz6 via @amazon",Neutral
RT @OliverMcGee: @charliekirk11 .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee htt…,Neutral
4 Pfund (1816 Gramm) Gebratene Haselnuss Sorte A aus Nordostchina JOHNLEEMUSH... https://t.co/IKHq0rLS9W <U+6765><U+81EA> @amazon,Neutral
".@amazon's global #growth slows in Q3, later #Diwali cited as a factor | #ecommerce
https://t.co/DwbKluOwuW",Neutral
"Amazon got me hella fucked up, I better be able to get my money back cause shiiii I already canceled this shit… https://t.co/Az5CM4oDtn",positive
https://t.co/2Bx7icHR4s  Online shopping from a great selection at Warehouse Deals Store. https://t.co/U1NA1EHhtT v… https://t.co/V3FhtT0Bjc,positive
https://t.co/hwNhI4PbgA  Online shopping from a great selection at Warehouse Deals Store. https://t.co/vzYbROohZz v… https://t.co/gOAYBQGIbv,positive
2 Pfund (908 Gramm) getrocknete Blaubeere Klasse A aus Yunnan JOHNLEEMUSHROOM... https://t.co/l2y91dG196 <U+6765><U+81EA> @amazon,Neutral
"RT @TonyDiRico: \We see our customers as invited guests to a party &amp; we are the hosts. It’s our job every day to make every important aspec…""",positive
RT @FDS_NaturallyMe: #RT FINAL DRAFT ELEMENTS OF SURPRISE #mustread #scifi and #fantasy  https://t.co/NRteygCYOo... via @amazon,Neutral
"Pink Energy Creme, Krampfadern behandeln Einhorncreme ® https://t.co/hiC3m1ksKA via @amazon",Neutral
"RT @shschaumburg: A. REESE’S Peanut Butter Cups 
#NotSorry #Sweepstakes  @Amazon https://t.co/MbO6iRMtZh",Neutral
"Spy Camera Watch Built-in 32GB, 1080P Hidol... by Hidoli for $45.99 https://t.co/0DhzcGwf1x via @amazon",Neutral
"Clossing my @amazonIN  account for good. After cheating and fraud noone replied to my email, i got no communication… https://t.co/gHNHZt1pVC",negative
2 Pfund (908 Gramm) Getrockneter Longan Fruchtfleisch Grade A aus Guangdong (... https://t.co/hdV2jD5lQE <U+6765><U+81EA> @amazon,Neutral
@Liam_Kay @devex @daveainsworth4 I'm all for encouraging giving to charities but for it not to be too easy and inst… https://t.co/3xoJOmcZ0g,positive
RT @alokspeaks: @amazonIN @AmazonHelp @amazon #AMAZON has become a synonym of #Mental_Harassment #Pathetic_Service,Neutral
RT @OliverMcGee: .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee https://t.co/LGKhH…,Neutral
1 Pfund (454 Gramm) Getrocknete Meeresfrüchte Kleine cuttlefish aus Süd-China... https://t.co/gJSjexXzoZ <U+6765><U+81EA> @amazon,Neutral
RT @BooksOfChaos: Infinite copies of me. Printed on demand @amazon,Neutral
Vakuum verpackt Abalone Snack 2 Pfund (908 Gramm) aus China Sea JOHNLEEMUSHRO... https://t.co/XpRWOXrtFX <U+6765><U+81EA> @amazon,Neutral
1 Pfund (454 Gramm) hochwertiges gegrilltes Rindfleisch ruckartig von der Yun... https://t.co/Sd5PpvcBjL <U+6765><U+81EA> @amazon,Neutral
Wow.. What a great service by @amazonIN.. The Amazon delivery people block the number if we call them.. That was sh… https://t.co/k46cdjVYMO,positive
RT @dlfinnauthor: A LONG WALK HOME: A Christmas Novelette by D.L. Finn https://t.co/xmSgWDb5oh via @amazon,Neutral
2 Pfund (908 Gramm) Kiwi Obst geschnitten getrocknete Scheiben von Yunnan (<U+4E91><U+5357>... https://t.co/rQlak9RcoU <U+6765><U+81EA> @amazon,Neutral
RT @jumpynmedia: We have a £15 @amazon gift card to give away! Just RT &amp; follow for a chance to #win. We’ll announce the winner on Sunday 2…,positive
RT @OliverMcGee: @SaraCarterDC @RealCandaceO @charliekirk11 @DonaldJTrumpJr @FoxNews .@Amazon 2012! “Jumping The Aisle: How I Became a Blac…,Neutral
"Gelbe Chrysantheme Bud Kräutertee 500 Gramm, 100% natürliches Kraut von Kaise... https://t.co/zBf8c6mCYv <U+6765><U+81EA> @amazon",Neutral
RT @jumpynmedia: We have a £15 @amazon gift card to give away! Just RT &amp; follow for a chance to #win. We’ll announce the winner on Sunday 2…,positive
"Podéis descargarla en @Amazon en…""",Neutral
2 Pfund (908 Gramm) Süße Tamarinden getrocknete Früchte aus Yunnan China (<U+4E91><U+5357> ... https://t.co/H1X4k2bk7M <U+6765><U+81EA> @amazon,Neutral
"Camera Glasses 1080P,Towero Spy Video Sunglas... by Towero https://t.co/kd7gL46Iqb via @amazon",Neutral
"Kostbare Kollektion Pu Erh Schwarzer Tee Kuchen 350 g Produziert in 2008, höc... https://t.co/031GJfGjHM <U+6765><U+81EA> @amazon",Neutral
Gaming AMD way: [Ryzen 1200 3.1GHz Quad-Core &amp; GTX 1050 Ti Edition 4GB] SkyTech Gaming PC  https://t.co/2g2qSuMgBE… https://t.co/zo9AIEGYFe,Neutral
Austernpilze getrocknet 310 Gramm Himalayas Mushroom &amp; Truffles https://t.co/3tBkLEDK8t <U+6765><U+81EA> @amazon,Neutral
Una novela que recomiendo leer. @SPARTisparti vía @amazon https://t.co/P64LchKlt9 https://t.co/RS2aO3zl5Y,negative
"Mira lo que me recomienda hoy Amazon, @MasTwitts <U+0001F60A>
La aventura de tu cerebro  https://t.co/H0a4fcMDXu vía @amazon",Neutral
HD 1080P Polarized Sunglasses with Mini Hid... by YAOAWE for $45.99 https://t.co/MbNymJjEWY via @amazon,Neutral
Berühmte Himalaya Frische Trüffel in Olivenöl Gesamtgewicht 6 Unze (170 Gramm... https://t.co/D3oIKrmhwf <U+6765><U+81EA> @amazon,Neutral
RT @readtiafanning: Now on #Amazon! Rhyme &amp; Reason: My Life in Poems by Ilene Goff Kaufmann https://t.co/SSAlS1wCss via @amazon and @lovemy…,Neutral
Geschälte Ginkgo Frucht 1000 Gramm Grade A aus Yunnan (<U+4E91><U+5357><U+767D><U+679C><U+94F6><U+674F>) JOHNLEEMUSHROO... https://t.co/BB4FIGBkT2 <U+6765><U+81EA> @amazon,Neutral
700 Gramm Kräutertee Chrysanthemenblume getrocknet 100% natürlich JOHNLEEMUSH... https://t.co/cgybdk45t6 <U+6765><U+81EA> @amazon,Neutral
@AmazonHelp Now i get msg return couldnt be completed as package wasnt ready. NO ONE CAME MOBILE UNREACHABLE &amp; LAME… https://t.co/MMOgrC0WRx,Neutral
Getrocknete Longan Vollfrucht 1000 Gramm Klasse A aus Guangdong(<U+5E7F><U+4E1C><U+6842><U+5706><U+5E72>) JOHNLE... https://t.co/EGWShXgBuL <U+6765><U+81EA> @amazon,Neutral
@amazonIN @amazon TIMEX,Neutral
Took @amazon a while to get it posted but my review of @RJ_Young's masterpiece finally popped up. Would love to kno… https://t.co/tB8bN5SYBH,positive
Therawell by Upper Canada DIY Body Roller M... by therawell for $10.10 https://t.co/geVVgsEPTz via @amazon,Neutral
@73steven @UPS_FR Toujours mieux que posé par terre sur le trottoir devant la porte de l’immeuble <U+0001F644><U+0001F621> @amazon,Neutral
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
"RT @MarkBowsherFilm: “...the imagination of the author is bottomless. Just like the cover of the book, soon enough you'll find yourself fal…",positive
Check out this Amazon deal: Biochemistry by Jeremy M. Berg https://t.co/iRl9iQ8RSj via @amazon,Neutral
"RT @game_on_guy: I need one of these.<U+0001F600> Salt gamer t-shirt, funny gamer t-shirt #tshirt #gamertshirt #gamergift @SemiMong https://t.co/bZ9i3…",negative
"Cameron's Coffee Single Serve Pods, Organic... by Cameron's Coffee for $49.06 https://t.co/VXhdeeqROl via @amazon",Neutral
@udochiokeke1 @amazon The accent can't be programmed <U+0001F601>,negative
RT @OliverMcGee: .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee https://t.co/LGKhH…,Neutral
Gamers Paradise: iBUYPOWER Real Gaming PC Desktop 9200 i7-8700K 6-Core by iBUYPOWER https://t.co/gFwgiHOzqZ via @amazon #onlyDiscounted,positive
<U+300C><U+30AA><U+30BF><U+30AF><U+306B><U+306A><U+308C><U+306A><U+3044><U+30A2><U+30CB><U+30E1><U+597D><U+304D><U+306E><U+672C> (<U+6D41><U+884C><U+6279><U+8A55>SPECIAL EDITION)<U+300D> <U+3092> 190 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/hRNdjXXRPy,Neutral
"RT @KZ_Howell: Messages passed down through the centuries in legend and stone.
Technology left behind by ancient visitors. 
The line betwee…",Neutral
"RT @Smiley_Woo: Birthday Girl Diva Gift T-Shirt via @amazon

#HappyBirthday #BirthdayGirl #Pigs #ThreeLittlePigs #Diva #Glam #BorninFeb

Or…",negative
"RT @MobiHealthNews: .@amazon launches connected medical device brand focused on diabetes, cardiovascular disease https://t.co/kmNkQrQnSN",Neutral
The Case Of The Torn Yellow Socks: Inspector Cullot Mystery Series Book 4 by ... https://t.co/I2rZUVh69n via… https://t.co/gJxZvXuEl7,negative
"RT @SnoopDogg: From Crook to Cook, servin up all ur recipe needs to get ur kitchen game right! Get ur copy today on @amazon! https://t.co/M…",Neutral
Discounted: 2018 Lenovo ThinkCentre M91p TremendousTower Desktop by Lenovo only for $289.99 https://t.co/WBKxYsmdP0 via @amazon,Neutral
"RT @ShahinKhoeini: @kashspirit37 @amazon @facebook Now you’re reading my mind?! I seriously doubt that you’re that smart.
And what on earth…",negative
"Dear @amazonIN @AmazonHelp @amazon, 
This is what happens when Prime customers like us keep quiet and don't protest… https://t.co/kN4xby79EP",positive
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
"RT @ETMarkets: A disappointing quarterly report from @amazon wiped $65 billion off the online retailer's m-cap!
https://t.co/MI5PjOQZ0z",negative
"RT @JimThalman: Diane
available on <U+2066>@amazon<U+2069> <U+2066>@Fandango<U+2069> <U+2066><U+2066>@VuduFans<U+2069> <U+2066>@iTunes<U+2069>. Check out this thrilling film rated 86% <U+2066>@RottenTomatoes<U+2069>…",positive
Education is important but Baseball is importanter T Shirt Tees Baseball is i... https://t.co/2NHFsMLpn9 via… https://t.co/Uxa7BdUMP4,positive
"RT @MobiHealthNews: .@amazon launches connected medical device brand focused on diabetes, cardiovascular disease https://t.co/kmNkQrQnSN",Neutral
"#DJI Inspire 2 #Drone by DJI for $2,724.94 https://t.co/wa8kpcWq6f via @amazon",positive
"RT @RonWyden: Widespread facial recognition is coming, but corporations like @amazon and government agencies don’t have protections in plac…",positive
Un autor sorprendente. ¡No te defraudará! @SPARTisparti vía @amazon https://t.co/P64LchKlt9 https://t.co/47RBuxKp9D,Neutral
Liquid oxygen drops Stabilized liquid oxygen drops Performance Supplement sto... https://t.co/3hZ4eoGUP5 via @amazon,Neutral
"RT @ZoeTasia: Blinked by Zari Reede https://t.co/gl8hmNxGrB via @amazon
In the mood for Mardi Gras, magic, and mayhem? Read Blinked!",positive
"#DJI Mavic Air Fly More Combo &amp; DJI Goggles ... by DJI for $1,328.00 https://t.co/T68cc6jXpb via @amazon",Neutral
<U+300C><U+4E09><U+9DF9><U+306E><U+68EE><U+30B8><U+30D6><U+30EA><U+30ED><U+30DE><U+30F3><U+300D> <U+3092> 93 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/x9pGQXLGTm,Neutral
38% OFF #sale #save #sentrysafe #safe @amazon SentrySafe SFW123GDC Fireproof Safe and Waterproof Safe with Digital… https://t.co/XScx2oWZcg,positive
